Id, Label, Weight, Res_Id
15383, m.a.lledo, 18, 36202
16752, g.c.nayak, 1, 37630
16210, karl millar, 1, 37080
18968, n.scheu, 1, 39901
18191, r.ray, 2, 39098
10101, d.v.boulatov, 10, 30804
14243, e.keski-vakkuri, 1, 35043
20455, i tsohantjis, 3, 41414
12865, huidong guo, 1, 33647
12421, h.b.geyer, 3, 33195
16151, j.meyer, 1, 37021
11489, b.dubrovin, 1, 32221
13665, k.itakura, 4, 34461
14395, dagny m.kimberly, 1, 35195
17341, s.s.pal, 1, 38241
21532, m.zebarjad, 1, 42521
9180, alexis amezaga, 2, 29858
18172, l.rastelli, 1, 39079
20131, murat tas, 1, 41083
9575, boris barbashov, 1, 30263
11362, antonio dobado, 1, 32093
21084, j.weyers, 1, 42058
15714, virginia manias, 1, 36570
12406, gabriel german, 1, 33178
17530, matej pavsic, 5, 38432
12978, ken-ji hamada, 14, 33763
19625, m.a.soloviev, 3, 40569
10324, m.burkardt, 4, 31030
15616, joao magueijo, 3, 36467
13315, t.hollowood, 1, 34108
17368, l.d.paniak, 15, 38268
10585, b.l.cerchiai, 4, 31301
19513, j.sladkowski, 2, 40458
21651, jean zinn-justin, 5, 42643
8920, shinji abe, 1, 29592
12059, s.franco, 1, 32805
14482, israel klich, 2, 35282
17878, j.m.pons, 5, 38785
17059, l.oraifeartaigh, 19, 37946
11132, r.das, 1, 31858
21281, atsushi yamaguchi, 1, 42259
19434, s.silva, 3, 40377
15220, j.w.van de leur, 1, 36032
12769, thomas w.grimm, 1, 33549
17545, john pearson, 2, 38448
18254, nicolai reshetikhin, 2, 39162
21147, e.winstanley, 4, 42125
19126, a.yu.segal, 9, 40066
9551, narayan banerjee, 1, 30240
12630, alexander gorsky, 8, 33408
20755, a.vereshagin, 1, 41726
9027, eun-joo ahn, 1, 29700
18908, branislav sazdovic, 4, 39839
17002, eric g.novak, 2, 37884
18369, john e.roberts, 2, 39280
9630, w.k.baskerville, 3, 30320
16848, selena ng, 5, 37727
17337, r.l.pakman, 2, 38237
9253, alexander antonov, 2, 29934
16866, a.gomez nicola, 4, 37747
17034, aleksey yu.nurmagambetov, 1, 37922
16011, d.m.e.mcarthur, 1, 36876
19305, m.shifman, 39, 40249
13109, s.hayakawa, 2, 33898
20521, s.-h.henry tye, 36, 41481
18032, israel quiros, 5, 38939
12491, s.giller, 2, 33264
15317, shao-shiung lin, 3, 36129
20244, david thompson, 1, 41201
13844, m.b.johnson, 3, 34642
14791, t.kubota, 1, 35599
12856, bobby e.gunara, 1, 33639
16847, kin-wang ng, 2, 37726
13904, m.m.ferreira jr., 4, 34698
10983, m.v.cougo-pinto, 10, 31704
9710, edwin j.beggs, 2, 30400
20478, tsou sheung tsun, 5, 41436
11680, j.erickson, 1, 32416
21304, masakazu yamashita, 1, 42282
9885, a.a.bichl, 6, 30578
19231, p.a.shah, 3, 40170
14458, igor klebanov, 3, 35258
21677, g.zoupanos, 2, 42668
10198, i.brevik, 15, 30902
15320, zongzhu lin, 1, 36132
20383, pascal tran-ngoc-bich, 2, 41342
15141, seung-geun lee, 1, 35950
11315, oscar diego, 5, 32043
19471, douglas singleton, 12, 40417
15707, g.mangano, 5, 36563
13033, j.harnad, 8, 33819
11072, a dadda, 1, 31800
12185, lewis p.fulcher, 1, 32940
15925, p.matlock, 2, 36790
10107, michele bourdeau, 5, 30810
10002, arno bohm, 2, 30709
12620, christopher gordon, 2, 33398
13899, j.vaz jr, 1, 34694
11735, kiyoshi ezawa, 8, 32473
19410, przemyslaw siemion, 1, 40351
16287, hitoshi miyazaki, 2, 37157
12821, e.i.guendelman, 14, 33603
10497, sean carroll, 1, 31210
19456, s.-j.sin, 1, 40401
18658, a.sagnotti, 18, 39585
12397, d.gepner, 3, 33170
16890, a.niemeyer, 3, 37773
17273, x.de la ossa, 1, 38170
11391, n dombey, 1, 32122
10269, david brungs, 1, 30973
8902, a.g.abanov, 3, 29573
10833, gerard clement, 5, 31550
13425, stephen d.h.hsu, 6, 34225
13097, t.hauer, 4, 33885
11912, alexandre t.filippov, 2, 32653
16938, masao ninomiya, 5, 37821
17418, chang soo park, 3, 38318
17365, sukanta panda, 1, 38264
12387, jacek generowicz, 1, 33159
21113, andre wilch, 4, 42089
13155, robert c.helling, 1, 33947
11254, b.b.deo, 10, 31982
20113, s.tanimura, 2, 41065
12403, b.gerganov, 1, 33175
19074, s.schwager, 2, 40012
8893, sarkissian g.a, 1, 29563
20720, peter vecsernyes, 2, 41690
12822, eduardo i.guendelman, 2, 33603
13998, r.e.kallosh, 1, 34796
11226, j.d.delgado, 1, 31954
14307, ramzi khuri, 2, 35107
18848, n.sasakura, 4, 39778
11807, l.fatibene, 2, 32544
15692, m.a.manko, 2, 36544
17250, tomas ortin, 29, 38144
15288, a.liccardo, 7, 36101
18777, f.sannino, 3, 39705
21321, ji-feng yang, 2, 42299
19634, charles m.sommerfield, 2, 40578
9314, m.arik, 6, 29996
14092, joanna l.karczmarek, 4, 34891
13894, e.s.moreira jr., 4, 34690
19344, t.shiota, 2, 40286
18215, m.reenders, 1, 39123
11720, mark evans, 3, 32455
12132, valery p.frolov, 1, 32889
19774, james v.steele, 1, 40719
14562, ian.i.kogan, 2, 35365
9767, dario benedetti, 1, 30458
18776, francesco sannino, 5, 39705
21709, enrique alvarez, 19, 42700
16920, n.n.nikolaev, 1, 37802
20093, k.tanaka, 3, 41045
16578, michael murray, 2, 37450
14071, a.a.kapustnikov, 4, 34871
14134, yuriko kato, 1, 34934
18800, f.c.santos, 6, 39729
10846, vicente di clemente, 1, 31564
19707, e.spallucci, 30, 40653
15475, jose-luis lucio-martinez, 1, 36299
11880, p.m.ferreira, 2, 32621
13137, u.heinz, 3, 33927
9358, sujay k.ashok, 1, 30041
15261, li-xin li, 1, 36071
9650, i.a.batalin, 15, 30341
19264, samson l.shatashvili, 13, 40208
16994, p.s.norridge, 1, 37876
13650, yukitaka ishimoto, 3, 34446
10768, kyung hyun cho, 1, 31484
21118, c.wilke, 1, 42095
20914, z.walczak, 3, 41888
10119, m.bowick, 1, 30822
9778, collin bennett, 1, 30469
13722, r.jackiw, 50, 34519
20408, uwe trittmann, 8, 41367
16867, s.de nicola, 1, 37748
17248, marta orselli, 2, 38143
17033, a.nurmagambetov, 1, 37922
11461, peter van driel, 3, 32193
17610, m.garcia perez, 3, 38513
17634, alberto perotto, 1, 38537
20053, hiroyuki takata, 8, 41005
20209, ken-ichi tezuka, 3, 41166
11650, ryusuke endo, 1, 32384
11608, c.ekstrand, 7, 32343
12543, peter goddard, 2, 33316
19106, a.c.scott, 1, 40043
16099, dmitry melnikov, 1, 36969
18798, caroline santos, 2, 39727
12914, p.e.haagensen, 4, 33701
19412, s.de siena, 3, 40354
21421, koichi yoshioka, 1, 42404
15923, sergei g.matinyan, 1, 36788
9405, ivan g.avramidi, 19, 30090
9172, d.amati, 3, 29850
17029, j.p.nunes, 8, 37913
13748, s.jain, 2, 34545
17430, j.-s.park, 3, 38331
21744, ctirad klimv cik, 1, 42726
15493, jerzy lukierski, 24, 36322
14210, j.kellendonk, 2, 35011
19792, davide stelitano, 1, 40737
13497, j.hwang, 3, 34294
12582, marta gomez-reino, 6, 33358
12189, k.funahashi, 1, 32948
10009, martin bojowald, 3, 30713
19004, m.g.schmidt, 6, 39939
10136, edouard brezin, 2, 30838
10315, c.j.burden, 5, 31021
9588, d.t.barclay, 1, 30277
10457, vitor cardoso, 4, 31169
10922, l.cooper, 1, 31640
13041, martin g.harris, 3, 33827
18360, jung s.rno, 1, 39271
10103, l.s.boulton, 1, 30807
10211, lars brink, 7, 30914
10456, g.l.cardoso, 5, 31168
20110, naoki tanimura, 2, 41063
20774, henri verschelde, 5, 41746
10958, j.l.cortes, 11, 31678
10474, giuseppe carlino, 4, 31188
21689, bruno zumino, 19, 42680
8960, thomas ackermann, 1, 29633
9722, jacob d.bekenstein, 3, 30412
17541, paul a.pearce, 23, 38447
13149, urs m.heller, 2, 33941
20939, david wands, 15, 41912
10259, carsten van de bruck, 2, 30963
13199, carl herrmann, 6, 33992
14788, ken-ichi kubota, 1, 35596
13696, evgeny ivanov, 8, 34492
14188, yoichi kazama, 7, 34988
20838, p.vitale, 15, 41813
19009, martin schnabl, 5, 39943
14003, nemanja kaloper, 34, 34802
11313, l.a.dickey, 6, 32041
9748, stefano bellucci, 16, 30439
13902, leonidas sandoval jr, 2, 34696
17032, alexei yu.nurmagambetov, 2, 37922
19925, chang-pu sun, 9, 40874
19749, y.s.stanev, 1, 40697
11783, gregorio falqui, 1, 32520
17705, michael john pfenning, 1, 38608
21154, a.wipf, 19, 42132
18617, nuno barros e sa, 1, 39543
11401, evgeni e.donets, 1, 32132
16369, edmundo m.monte, 1, 37239
9999, aleksandar bogojevic, 5, 30702
13923, b.julia, 12, 34717
16303, riuji mochizuki, 2, 37173
13528, makoto idzumi, 3, 34323
16774, m.g.negrao, 1, 33324
18894, k.savvidy, 2, 39827
20180, v.ter-antonyan, 1, 41136
13705, tatiana a.ivanova, 2, 34502
9624, andrei barvinsky, 4, 30313
12351, beatriz gato-rivera, 18, 33122
13259, ken-ichi hiraizumi, 1, 34051
12999, leping han, 2, 33784
10909, f.constantinescu, 1, 31627
17470, rajesh r.parwani, 5, 38373
9808, p.berglund, 24, 30501
14409, christopher king, 1, 35209
19301, yuuichirou shibusa, 1, 40244
13460, patrick huet, 1, 34257
16265, anuradha misra, 1, 37135
14881, v.e.kuzmichev, 2, 35689
18967, norbert scheu, 1, 39901
12134, v.p.frolov, 12, 32889
15934, keizo matsubara, 2, 36798
15448, carlos lozano, 8, 36272
21708, m.v.zyskin, 1, 42699
12256, anton v.galajinsky, 2, 33021
12966, kurt haller, 17, 33752
18865, m.sato, 2, 39795
13726, ovid c.jacob, 6, 34523
14074, s.kar, 2, 34875
20260, miguel tierz, 1, 41217
21184, martin wolf, 3, 42161
10505, p.cartier, 1, 31218
19897, a.sugamoto, 6, 40845
12509, g.girardi, 2, 33282
10048, norma mankoc borstnik, 4, 30750
19002, jeffrey r.schmidt, 1, 39936
12206, j.fernando barbero g., 2, 32964
9841, m.bershadsky, 12, 30534
19371, s.shnider, 1, 40313
17449, younghoon park, 1, 38350
18013, u.j.quaade, 1, 38920
12036, jurg frohlich, 2, 32780
14622, g.konisi, 1, 35426
12345, m gasperini, 1, 33112
13739, robert l.jaffe, 2, 34538
21355, s.-t.yau, 5, 42335
11799, jacqueline faridani, 1, 32536
21598, r.z.zhdanov, 2, 42587
15134, kuo-cheng lee, 1, 35943
10735, a.m.chervyakov, 2, 31452
17215, peter j.olver, 2, 38109
20363, a.c tort, 1, 41319
19837, raymond stora, 3, 40784
16356, p.moniz, 2, 37226
9807, s.e.perez bergliaffa, 1, 30499
11135, s.r.das, 3, 31862
13324, j w van holten, 1, 34118
9106, sergei alexandrov, 3, 29781
10117, mark j.bowick, 1, 30822
12955, r.halbersma, 1, 33741
19498, v.skalozub, 5, 40441
13863, frank de jonghe, 5, 34660
12468, g.w.gibbons, 56, 33243
10151, n.bralic, 4, 30855
11900, jose m.figueroa-ofarrill, 1, 32645
13694, evgeny a.ivanov, 2, 34492
14654, christian korff, 3, 35458
10114, peter bowcock, 2, 30817
9547, igor bandos, 27, 30236
10224, boguslaw broda, 13, 30928
15668, j.maldacena, 3, 36520
12707, james gray, 3, 33490
8915, a.abdurrahman, 3, 29586
20868, igor p.volobuev, 4, 41842
13189, lorenzo hernandez, 5, 33982
17497, p.pasti, 6, 38399
9914, giuseppe bimonte, 2, 30611
11728, j.evslin, 4, 32466
18467, m.de roo, 23, 39386
13916, g.x.ju, 1, 34709
13605, tomoyuki inui, 1, 34400
19761, glenn starkman, 1, 40706
12504, m.giovannini, 8, 33277
16433, alexei morozov, 3, 37305
14508, marco a.c.kneipp, 5, 35311
13119, j.d.hayward, 2, 33908
16576, h.murayama, 1, 37447
10277, ugo bruzzo, 2, 30981
13531, r.iengo, 9, 34327
17516, t.paul, 1, 38417
13471, christopher m.hull, 7, 34269
10784, chi-keung chow, 1, 31501
15896, s.massar, 7, 36759
13142, rainer heise, 3, 33930
13336, d.k.hong, 3, 34128
12518, dmitry gitman, 1, 33291
14889, z.g.kuznetsova, 1, 35697
20888, k.de vos, 1, 41862
17702, f.pezzella, 8, 38605
18084, j.raeymaekers, 1, 38991
13024, avaroth harindranath, 1, 33810
14366, kee yong kim, 2, 35165
18136, r.o.ramos, 1, 39043
13836, varghese john, 2, 34634
15169, jon magne leinaas, 5, 35978
21135, r.l.wilson, 1, 42112
11368, m.dobroliubov, 1, 32098
13327, c.f.e.holzhey, 1, 34120
12069, marialuisa frau, 3, 32816
14519, archil b.kobakhidze, 3, 35325
13367, atsushi horikoshi, 1, 34159
10949, l.alejandro correa-borbonet, 4, 31667
9679, d.bazeia, 24, 30369
21102, a.wiedemann, 1, 42078
20725, a.dasnieres de veigy, 1, 41695
15053, m.lazar, 2, 35857
16052, d.m.medeiros, 3, 36920
18814, k.a.saraikin, 1, 39743
13072, maximilian f.hasler, 1, 33860
9095, francis j.alexander, 2, 29768
13356, r.r.horgan, 1, 34148
11991, kristin foerger, 3, 32733
15038, yoav lavi, 1, 35840
10752, leung chim, 6, 31469
16740, d.j.navarro, 9, 37618
19051, b j schroers, 1, 39984
14429, isao kishimoto, 7, 35230
12207, j.fernando barbero g, 1, 32964
12017, peter forgacs, 4, 32755
9475, emili bagan, 9, 30163
17210, m.a.olshanetsky, 4, 38104
21294, kezuhiro yamamoto, 1, 42272
17976, petr.i.pronin, 2, 38882
19630, vladimir o.soloviev, 7, 40574
16986, s.nojiri, 12, 37866
21086, john f.wheater, 12, 42061
13930, d.jungnickel, 2, 34723
21239, c.s.xiong, 12, 42217
9264, hajime aoki, 4, 29944
17506, marco patriarca, 1, 38408
20898, a.watterstam, 1, 41871
20197, john terning, 13, 41153
17333, d.g.pak, 10, 38232
12871, g.s.guralnik, 5, 33654
14733, e.kraus, 5, 35542
21434, liu yufen, 2, 42417
14506, k.knecht, 3, 35308
20023, t.tada, 3, 40974
15352, daniel f.litim, 17, 36170
9134, theodore j.allen, 6, 29807
21306, k.yamawaki, 1, 42284
9236, n.ano, 3, 29916
10870, s.coleman, 1, 31588
18941, k.schalm, 3, 39872
13857, e.d.jones, 1, 34654
14910, d.lust, 16, 35716
9075, fermin aldabe, 2, 29749
19018, h.schnitzer, 6, 39952
15989, m.de la torre mayado, 3, 36854
20746, jacobus verbaarschot, 6, 41719
11446, stuart dowker, 2, 32177
20535, yukiya uchida, 1, 41494
18185, francesco ravanini, 5, 39092
10761, h.s.cho, 2, 31478
14064, a.k kapoor, 1, 34862
18861, hitoshi sato, 4, 39792
14434, shinsaku kitakado, 1, 35235
19713, donald spector, 11, 40659
15729, shuhei mano, 1, 36585
19394, oleg shvedov, 2, 40337
14658, d.korotkin, 6, 35463
14878, sergei kuzenko, 3, 35687
10404, horacio e camblong, 1, 31115
20801, l.c.q.vilar, 17, 41774
14849, kerstin e.kunze, 3, 35658
13663, harald ita, 6, 34459
15121, j.lee, 2, 35930
19965, alfredo t.suzuki, 15, 40914
14400, t.kimura, 1, 35200
12436, ahmad ghodsi, 1, 33208
21326, wenli yang, 1, 42305
17523, massimo pauri, 1, 38425
17304, h.ozaki, 1, 38202
8897, o.abe, 3, 29565
20587, w.g.unruh, 4, 41547
16936, ulf s.nilsson, 1, 37818
12616, e.gorbatov, 3, 33395
19252, sergei a.sharakin, 5, 40193
20056, hiromitsu takayanagi, 3, 41008
14576, tomoi koide, 1, 35378
18428, alice rogers, 6, 39344
13646, ken-ichi ishikawa, 1, 34441
11086, l.dabrowski, 1, 31813
21622, bin zhou, 1, 42612
18165, radoslav rashkov, 1, 39071
9470, oliver baerwald, 1, 30158
19157, k.semenov-tian-shansky, 1, 40094
10336, andrei bytsenko, 2, 31044
18110, g.rajesh, 3, 39016
11379, brian dolan, 1, 32110
15300, per liljenberg, 2, 36112
21488, marija zamaklar, 6, 42475
12837, r.guida, 3, 33617
20037, a.takahashi, 1, 40989
17150, y.okawa, 2, 38043
12658, j.grabowski, 1, 33435
20627, s.vaidya, 9, 41594
14319, maurice kibler, 1, 35120
16393, n.morales, 1, 37264
15043, p.m.lavrov, 17, 35849
13746, sebastian jaimungal, 3, 34543
9001, nikita o.agasian, 1, 29674
9611, manuel barriola, 1, 30300
21712, luis alvarez-gaume, 7, 42701
20961, wen-ge wang, 1, 41935
19782, alan r.steif, 3, 40727
15374, tao liu, 2, 36192
12770, uwe grimm, 8, 33550
16757, a.nayeri, 1, 37635
18581, ingo runkel, 6, 39500
15719, j.j.manjarin, 1, 36574
18547, s.rubin, 1, 39465
9951, james d.bjorken, 1, 30652
10694, su-qing chen, 2, 31410
17526, h.-p.pavel, 11, 38427
16512, w.muck, 2, 37385
15892, tomasz maslowski, 3, 36755
11772, fernando falceto, 6, 32510
9265, ken-ichi aoki, 6, 29945
20045, y.takahashi, 1, 40997
16575, hitoshi murayama, 16, 37447
15178, vitor lemes, 1, 35988
12361, j.p.gauntlett, 7, 33133
18709, bunji sakita, 3, 39636
15310, a.lima-santos, 4, 36122
10860, andrew g.cohen, 7, 31579
11765, malcolm fairbairn, 3, 32502
17189, a.l.n.oliveira, 2, 38083
20560, s.a.ulanov, 1, 41520
17492, vincent pasquier, 1, 38393
11785, jiang-bei fan, 2, 32522
20080, s.tamaryan, 11, 41032
14834, a kundu, 1, 35642
10462, a.l.carey., 1, 31176
14328, t d kieu, 1, 35128
12193, paolo furlan, 3, 32951
15576, f.r.machado, 4, 36425
20508, michael d.turner, 2, 41466
15536, b.a.lysov, 1, 36370
12453, subir ghoshal, 3, 33225
14360, jihn e.kim, 17, 35160
16129, houari merabet, 2, 36999
18885, mikhail v.saveliev, 8, 39817
13924, b.l.julia, 3, 34717
16462, ian g moss, 3, 37332
13759, romuald janik, 1, 34559
20839, patrizia vitale, 2, 41813
15994, dieter mayer, 3, 36858
11311, r.dick, 1, 32039
17656, i.b.pestov, 1, 38560
9557, thomas banks, 1, 30246
21126, h.thomas williams, 1, 42103
18449, juri rolf, 2, 39366
20976, n.p.warner, 29, 41952
14314, n.khviengia, 3, 35114
15836, isbelia martin, 1, 36697
21276, y.yamada, 4, 42255
17085, s.odake, 15, 37976
10775, min-young choi, 1, 31492
11925, david ritz finkelstein, 2, 32666
11698, jose r.espinosa, 1, 32434
14198, oleg v.kechkin, 4, 34998
9682, v.bazhanov, 4, 30372
8896, osamu abe, 2, 29565
16382, cesar mora, 1, 37252
20517, eduardo s.tututi, 1, 41476
11673, h.epstein, 2, 32408
16043, d mcmullan, 1, 36908
19373, paul shocklee, 1, 40315
15323, r.linares, 2, 36135
11304, g.s.dias, 2, 32032
17720, gherardo piacitelli, 1, 38623
13590, t.inagaki, 7, 34386
18523, s.rovelli, 1, 39441
18402, m.a.rodriguez, 5, 39318
18306, domingo marin ricoy, 1, 39217
19669, p.soriani, 6, 40615
12093, w.freire, 2, 32845
19165, domenico seminara, 8, 40102
18788, eve mariel santangelo, 1, 39716
17813, r.plesser, 2, 38718
10553, a.catal-ozer, 1, 31267
18035, norma quiroz-perez, 1, 38943
10110, p.bouwknegt, 11, 30813
10094, m.bouhmadi-lopez, 4, 30797
13687, c.a.iucci, 1, 34482
16564, ramon munoz-tapia, 1, 37435
8993, s.b.afanasev, 1, 29667
11253, thomas dent, 5, 31981
15416, f loran, 2, 36240
16248, j.l.miramontes, 14, 37118
10181, maxim braverman, 1, 30883
18175, a.rathke, 1, 39082
14116, peter kaste, 4, 34917
14362, y.kim, 1, 35161
13926, bernard l.julia, 2, 34717
12240, mary k.gaillard, 20, 33001
21601, a.zhedanov, 2, 42591
9827, d.s.berman, 12, 30520
21167, b.de wit, 24, 42145
19461, michael singer, 1, 40405
13637, nobuyuki ishibashi, 8, 34433
10245, ch.brouder, 1, 30949
15546, v.f muller, 1, 36390
12727, a.gregori, 3, 33511
13917, guo-xing ju, 1, 34709
16636, werner nahm, 4, 37510
12392, howard georgi, 6, 33164
10660, r.chatterjee, 3, 31376
10587, a.ceresole, 18, 31303
9690, c.e.beasley, 1, 30380
14324, youngjai kiem, 30, 35125
11605, martin b.einhorn, 4, 32339
15884, s.v.mashkevich, 2, 36748
9872, somdatta bhattacharyya, 1, 30563
9042, g.akemann, 21, 29715
17074, tetsuyuki ochiai, 2, 37965
18940, koenraad schalm, 11, 39872
8888, izawa k.-i., 1, 29558
16563, r.munoz-tapia, 2, 37435
13167, maans henningson, 3, 33959
12529, konstantin glaum, 2, 33302
21017, h.weigel, 10, 41993
20848, alexei vladimirov, 1, 41821
10981, paolo cotta-ramusino, 1, 31702
10098, nicolas boulanger, 9, 30802
20346, f.toppan, 28, 41304
18006, volkmar putz, 1, 38912
11654, m.engelhardt, 5, 32388
19629, oleg soloviev, 1, 40572
13014, jian-gang hao, 6, 32065
11542, g.dvali, 11, 32275
15018, michael lashkevich, 4, 35820
9822, a.berkovich, 6, 30515
21066, p.c.west, 38, 42043
9524, r.balbinot, 4, 30212
12897, alan h.guth, 1, 33679
13228, k.higashijima, 2, 34020
15755, luiz a.manzoni, 1, 36610
10160, r.h.brandenberger, 1, 30864
17914, massimo porrati, 12, 38819
13511, w.d.linch iii., 1, 34307
11299, d.diakonov, 2, 32027
12081, d.z.freedman, 13, 32835
20719, p.di vecchia, 16, 41689
15028, a.j.laufer, 2, 35831
16665, noboru nakanishi, 9, 37539
16264, aalok misra, 7, 37134
17031, alvaro nunez, 1, 37914
13166, peter a.henning, 2, 33957
13813, michio jimbo, 7, 34612
20163, b.tekin, 2, 41119
13267, takayuki hirayama, 7, 34059
19500, harald skarke, 13, 40445
17905, l.popp, 11, 38811
19552, d.j.smith, 1, 40496
15099, c.h.lee, 1, 35904
9038, keiichi akama, 4, 29711
21097, harold widom, 7, 42072
9256, dmitri antonov, 23, 29937
15077, paola lecca, 1, 35882
18563, w.ruhl, 2, 39479
12149, j.fuchs, 35, 32903
18561, w.ruehl, 11, 39479
19135, nathan seiberg, 45, 40073
15930, t.matos, 1, 36794
11417, nick dorey, 14, 32147
18086, jan rafelski, 1, 38993
15326, noah linden, 1, 36141
11819, s.o.fedoruk, 2, 32557
20118, a.taormina, 9, 41071
15669, karim a.malik, 2, 36521
17868, alexios p polychronakos, 1, 38772
11199, thomas deck, 1, 31926
10961, vicente cortes, 2, 31679
14759, i.yu.krivsky, 1, 35568
9665, m.bauer, 3, 30355
14826, s.prem kumar, 10, 35635
18502, gerardo l.rossini, 4, 39420
15589, jens ole madsen, 6, 36441
10409, a.campbell-smith, 6, 31122
14509, m.a.c.kneipp, 4, 35311
10763, hyunji cho, 2, 31480
20777, a.i.veselov, 3, 41749
18771, van de sande, 1, 39698
17607, e.perez, 1, 38511
12734, w.greiner, 3, 33517
9072, luiz c.de albuquerque, 4, 29745
12935, rainer haeussling, 2, 33721
21487, wj zakrzewski, 1, 42473
11024, bertha cuadros-melgar, 4, 31746
